NQUEST,Y,YL,YL1,YL2,YT,YTP,YTP1,YTP2,YTA,YTA1,YTA11,YTA12,YTA2,YTA3,YTA31,YTA32,YTA4,YTA5,YM,YC,YCA,YCA1,YCA2,YCF,YCF1,YCF2,YCF3,YCF4,CLY,CLY2
856177,66176.614483,0,0,0,28600,28600,28600,0,0,0,0,0,0,0,0,0,0,0,0,37576.614483,37500,20000,17500,76.61448252,37.189542137,0,39.424940383,0,9,5
856297,68227.683297,16000,16000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40000,12227.683297,11600,0,11600,627.68329688,61.977405444,0,565.70589143,0,9,5
856327,13749.296611,0,0,0,10140,10140,10140,0,0,0,0,0,0,0,0,0,0,0,0,3609.2966108,3600,0,3600,9.2966108166,9.2966108166,0,0,0,2,1
856674,75582.825652,0,0,0,53300,53300,53300,0,0,0,0,0,0,0,0,0,0,0,0,22282.825652,21600,0,21600,682.82565246,309.88702722,372.93862524,0,0,10,5
856759,25226.340397,18000,18000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7226.3403973,7200,0,7200,26.340397314,26.340397314,0,0,0,5,3
856963,21020.019789,0,0,0,17200,11700,11700,0,5500,5500,0,5500,0,0,0,0,0,0,0,3820.0197893,3600,0,3600,220.01978933,220.01978933,0,0,0,4,2
857044,10891.047481,0,0,0,7280,7280,7280,0,0,0,0,0,0,0,0,0,0,0,0,3611.0474807,3600,0,3600,11.047480705,11.047480705,0,0,0,1,1
857107,39464.808694,37200,36000,1200,-7000,0,0,0,-7000,0,0,0,0,-7000,0,7000,0,0,0,9264.8086941,10100,0,10100,-835.1913059,61.977405444,0,0,897.16871135,7,4
857273,35787.756313,26100,26100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3600,6087.7563132,6025,0,6025,62.756313161,62.756313161,0,0,0,7,4
857398,26823.954811,0,0,0,19500,19500,19500,0,0,0,0,0,0,0,0,0,0,0,0,7323.9548109,7200,0,7200,123.95481089,123.95481089,0,0,0,5,3
857466,37410.21104,34000,34000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3410.2110404,3400,0,3400,10.211040398,10.211040398,0,0,0,7,4
857467,12913.642732,5000,5000,0,6000,6000,6000,0,0,0,0,0,0,0,0,0,0,0,0,1913.6427318,1900,0,1900,13.642731822,13.642731822,0,0,0,2,1
857621,13851.092347,0,0,0,10250,16250,16250,0,-6000,0,0,0,0,-6000,0,6000,0,0,0,3601.092347,3600,0,3600,1.0923470426,1.0923470426,0,0,0,2,1
857670,21997.909622,0,0,0,17550,17550,17550,0,0,0,0,0,0,0,0,0,0,0,0,4447.9096218,4200,0,4200,247.90962178,247.90962178,0,0,0,4,2
857718,17095.396683,0,0,0,9880,9880,9880,0,0,0,0,0,0,0,0,0,0,0,0,7215.3966827,7200,0,7200,15.396682742,15.396682742,0,0,0,3,2
858214,8550,0,0,0,8550,0,0,0,8550,0,0,0,0,0,0,0,150,8400,0,0,0,0,0,0,0,0,0,0,1,1
858474,42288.492622,0,0,0,41200,41200,36400,4800,0,0,0,0,0,0,0,0,0,0,0,1088.4926223,0,0,0,1088.4926223,21.500516428,208.4226454,858.56946045,0,8,4
858481,31236.482999,0,0,0,21450,21450,21450,0,0,0,0,0,0,0,0,0,0,0,0,9786.482999,9600,0,9600,186.48299897,186.48299897,0,0,0,6,3
858534,37848.45609,32000,32000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5848.4560902,6000,0,6000,-151.5439098,27.88983245,0,0,179.43374227,7,4
858712,19017.043786,12000,12000,0,4000,0,0,0,4000,4000,4000,0,0,0,0,0,0,0,0,3017.0437865,3000,0,3000,17.043786497,17.043786497,0,0,0,3,2
859360,23600,20000,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3600,3600,0,3600,0,0,0,0,0,4,2
859449,31146.483054,0,0,0,19500,19500,19500,0,0,0,0,0,0,0,0,0,0,0,0,11646.483054,11600,0,11600,46.483054083,46.483054083,0,0,0,6,3
859459,103023.62697,59000,59000,0,2000,0,0,0,2000,0,0,0,0,0,0,0,2000,0,30000,12023.626975,12000,0,12000,23.626974584,23.626974584,0,0,0,10,5
859507,18960,14400,14400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4560,4560,0,4560,0,0,0,0,0,3,2
859573,18515.494351,18500,18500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.494351361,0,0,0,15.494351361,15.494351361,0,0,0,3,2
859592,118766.397,85000,85000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20000,13766.397004,13000,0,13000,766.39700363,766.39700363,0,0,0,10,5
859616,24410.979709,0,0,0,2000,0,0,0,2000,0,0,0,0,0,0,0,2000,0,14000,8410.9797093,8400,0,8400,10.979709316,10.979709316,0,0,0,5,3
859696,6001.6425424,0,0,0,3600,3600,3600,0,0,0,0,0,0,0,0,0,0,0,0,2401.6425424,2400,0,2400,1.642542407,1.642542407,0,0,0,1,1
859908,11602.41527,0,0,0,11370,19370,19370,0,-8000,0,0,0,0,-8000,0,8000,0,0,0,232.41527042,0,0,0,232.41527042,232.41527042,0,0,0,1,1
859920,18021.692092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18000,21.692091905,0,0,0,21.692091905,21.692091905,0,0,0,3,2
860095,71107.31558,60000,60000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11107.31558,10800,0,10800,307.3155805,154.94351361,93.234656311,59.137410574,0,9,5
860127,163040.6484,37500,36000,1500,34500,0,0,0,34500,0,0,0,0,34000,34000,0,500,0,35000,56040.648402,60080,19480,40600,-4039.351598,185.93221633,0,1103.8983307,5329.1821454,10,5
860353,30009.296611,23811.764706,23811.76,0,188.23529412,0,0,0,188.23529412,188.23529412,188.23529412,0,0,0,0,0,0,0,0,6009.2966108,6000,0,6000,9.2966108166,9.2966108166,0,0,0,6,3
860381,35394.943514,0,0,0,24440,24440,24440,0,0,0,0,0,0,0,0,0,0,0,0,10954.943514,10800,0,10800,154.94351361,154.94351361,0,0,0,7,4
860573,42451.739337,31600,31600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10851.739337,10800,0,10800,51.739337458,51.739337458,0,0,0,8,4
860688,36510.190153,0,0,0,28800,28800,28800,0,0,0,0,0,0,0,0,0,0,0,2100,5610.1901528,5400,0,5400,210.19015279,210.19015279,0,0,0,7,4
860704,51376.445664,39900,39900,0,1240,0,0,0,1240,1240,0,1240,0,0,0,0,0,0,0,10236.445664,10200,0,10200,36.445663818,36.445663818,0,0,0,9,5
860757,16977.747176,0,0,0,16770,16770,16770,0,0,0,0,0,0,0,0,0,0,0,0,207.74717568,200,0,200,7.7471756805,7.7471756805,0,0,0,3,2
860780,26834.087573,8800,8800,0,14400,14400,14400,0,0,0,0,0,0,0,0,0,0,0,0,3634.087573,3600,0,3600,34.087572994,34.087572994,0,0,0,5,3
860783,6900.846046,0,0,0,6890,6890,6890,0,0,0,0,0,0,0,0,0,0,0,0,10.846045953,0,0,0,10.846045953,10.846045953,0,0,0,1,1
860799,45713.191619,10000,10000,0,16150,12150,11350,800,4000,0,0,0,0,4000,4000,0,0,0,0,19563.191619,19500,0,19500,63.191619391,46.483054083,0,16.708565308,0,8,4
860900,23129.590472,18000,18000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5129.5904717,4900,0,4900,229.59047169,229.59047169,0,0,0,4,2
860929,24059.292695,0,0,0,15600,15600,15600,0,0,0,0,0,0,0,0,0,0,0,0,8459.292695,8400,0,8400,59.292694972,13.58628119,0,45.706413782,0,5,3
860940,69485.165941,6887.6146789,6887.615,0,26262.385321,26000,26000,0,262.3853211,262.3853211,262.3853211,0,0,0,0,0,0,0,30000,6335.1659408,7200,0,7200,-864.8340592,32.334652177,0,0,897.16871135,9,5
860985,101861.46275,60900,59400,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30000,10961.46275,9600,0,9600,1361.4627496,154.94351361,0,1206.519236,0,10,5
861061,92355.609673,73100,70300,2800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19255.609673,19200,7200,12000,55.60967299,55.60967299,0,0,0,10,5
861065,51295.160638,0,0,0,39000,39000,39000,0,0,0,0,0,0,0,0,0,0,0,0,12295.160638,12000,0,12000,295.16063792,167.71635051,71.061506052,56.382781362,0,9,5
861471,19100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11900,7200,7200,0,7200,0,0,0,0,0,3,2
861502,30000.309887,0,0,0,22800,22800,22800,0,0,0,0,0,0,0,0,0,0,0,0,7200.309887,7200,0,7200,0.3098870272,0.3098870272,0,0,0,6,3
861581,29709.296611,18000,18000,0,11700,11700,11700,0,0,0,0,0,0,0,0,0,0,0,0,9.2966108166,0,0,0,9.2966108166,9.2966108166,0,0,0,6,3
861584,37130.264167,0,0,0,29900,29900,29900,0,0,0,0,0,0,0,0,0,0,0,0,7230.2641667,7200,0,7200,30.264166712,30.264166712,0,0,0,7,4
861954,18713.161668,12000,12000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6713.1616677,6600,0,6600,113.16166765,113.16166765,0,0,0,3,2
861992,28074.820989,0,0,0,20800,20800,20800,0,0,0,0,0,0,0,0,0,0,0,0,7274.8209894,7000,1000,6000,274.82098936,77.889111742,0,196.93187762,0,6,3
862003,24609.296611,3000,3000,0,15600,15600,15600,0,0,0,0,0,0,0,0,0,0,0,0,6009.2966108,6000,0,6000,9.2966108166,9.2966108166,0,0,0,5,3
862146,40603.09887,37000,37000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3603.0988703,3600,0,3600,3.0988702722,3.0988702722,0,0,0,7,4
862150,48909.296611,41700,41500,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7209.2966108,7200,0,7200,9.2966108166,9.2966108166,0,0,0,8,4
862168,17051.549435,0,0,0,1800,0,0,0,1800,0,0,0,0,0,0,0,1800,0,9000,6251.5494351,6250,0,6250,1.5494351361,1.5494351361,0,0,0,3,2
862302,18217.365193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14000,4217.3651925,4200,0,4200,17.365192545,17.365192545,0,0,0,3,2
862314,33609.97217,0,0,0,26400,26400,26400,0,0,0,0,0,0,0,0,0,0,0,0,7209.9721702,7200,0,7200,9.9721702036,9.9721702036,0,0,0,6,3
862358,12000,12000,12000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
862416,12900,0,0,0,5700,0,0,0,5700,0,0,0,0,-300,0,300,0,6000,0,7200,7200,0,7200,0,0,0,0,0,2,1
862455,47630.988703,13000,13000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25000,9630.9887027,9600,0,9600,30.988702722,30.988702722,0,0,0,8,4
862462,21708.482711,16900,16900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4808.482711,4800,0,4800,8.4827109881,8.4827109881,0,0,0,4,2
862466,3606.1977405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3606.1977405,3600,0,3600,6.1977405444,6.1977405444,0,0,0,1,1
862583,50979.158102,30800,30500,300,4800,0,0,0,4800,3000,1000,2000,0,0,0,0,1800,0,0,15379.158102,15200,0,15200,179.15810212,145.64690279,0,33.511199325,0,8,4
862590,50539.449162,34000,34000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16539.449162,16400,0,16400,139.44916225,139.44916225,0,0,0,8,4
862604,26241.834749,0,0,0,4000,0,0,0,4000,4000,0,4000,0,0,0,0,0,0,15000,7241.8347487,7200,0,7200,41.834748675,41.834748675,0,0,0,5,3
862789,14303.09887,0,0,0,14300,14300,14300,0,0,0,0,0,0,0,0,0,0,0,0,3.0988702722,0,0,0,3.0988702722,3.0988702722,0,0,0,2,1
862826,15600,10200,10200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5400,5400,0,5400,0,0,0,0,0,2,1
862853,24121.692092,0,0,0,16900,16900,16900,0,0,0,0,0,0,0,0,0,0,0,0,7221.6920919,7200,0,7200,21.692091905,21.692091905,0,0,0,5,3
862877,35100,0,0,0,9100,9100,9100,0,0,0,0,0,0,0,0,0,0,0,20000,6000,6000,0,6000,0,0,0,0,0,7,4
862939,99816.932334,0,0,0,54000,54000,54000,0,0,0,0,0,0,0,0,0,0,0,0,45816.932334,43000,0,43000,2816.9323343,204.49562581,53.391647728,2559.0450608,0,10,5
863223,16734.087573,0,0,0,14300,14300,14300,0,0,0,0,0,0,0,0,0,0,0,0,2434.087573,2400,0,2400,34.087572994,34.087572994,0,0,0,3,2
863308,63959.117932,0,0,0,21840,21840,21840,0,0,0,0,0,0,0,0,0,0,0,0,42119.117932,38400,18000,20400,3719.1179318,1239.5481089,200.45451107,2279.1153118,0,9,5
863331,27614.087573,0,0,0,21580,21580,21580,0,0,0,0,0,0,0,0,0,0,0,0,6034.087573,6000,0,6000,34.087572994,34.087572994,0,0,0,5,3
863333,22000.309887,17960,17960,0,4040,0,0,0,4040,3440,840,2600,0,0,0,0,600,0,0,0.3098870272,0,0,0,0.3098870272,0.3098870272,0,0,0,4,2
863387,70094.192298,18000,18000,0,40820,40820,40820,0,0,0,0,0,0,0,0,0,0,0,0,11274.192298,11100,0,11100,174.19229844,48.032489219,0,126.15980923,0,9,5
863402,55001.078754,22000,22000,0,113,0,0,0,113,0,0,0,0,0,0,0,113,0,15000,17888.078754,17100,9600,7500,788.07875422,170.43786497,0,617.64088924,0,9,5
863430,33043.001575,0,0,0,23400,23400,23400,0,0,0,0,0,0,0,0,0,0,0,0,9643.001575,9600,0,9600,43.001574982,43.001574982,0,0,0,6,3
863458,45020.836266,0,0,0,39000,39000,39000,0,0,0,0,0,0,0,0,0,0,0,0,6020.8362658,6000,0,6000,20.83626576,20.83626576,0,0,0,8,4
863575,22390.285314,0,0,0,17550,17550,17550,0,0,0,0,0,0,0,0,0,0,0,0,4840.2853135,4800,0,4800,40.285313539,40.285313539,0,0,0,4,2
863673,105152.63907,0,0,0,65900,65900,65900,0,0,0,0,0,0,0,0,0,0,0,0,39252.639068,32400,0,32400,6852.6390682,4648.3054083,233.08664078,1971.2470191,0,10,5
864120,40203.718644,32400,31400,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7803.7186443,7800,0,7800,3.7186443267,3.7186443267,0,0,0,7,4
864133,93454.166154,0,0,0,76700,76700,76700,0,0,0,0,0,0,0,0,0,0,0,0,16754.166154,16200,0,16200,554.16615358,123.95481089,233.08664078,197.12470191,0,10,5
864754,13801.549435,0,0,0,13800,7800,7800,0,6000,6000,0,6000,0,0,0,0,0,0,0,1.5494351361,0,0,0,1.5494351361,1.5494351361,0,0,0,2,1
864809,57199.870223,15000,15000,0,36000,33800,33800,0,2200,2200,0,2200,0,0,0,0,0,0,0,6199.870223,6000,0,6000,199.87022304,84.972220747,0,114.89800229,0,9,5
865481,12001.549435,0,0,0,12000,12000,12000,0,0,0,0,0,0,0,0,0,0,0,0,1.5494351361,0,0,0,1.5494351361,1.5494351361,0,0,0,2,1
865483,16004.648305,0,0,0,2000,0,0,0,2000,2000,0,2000,0,0,0,0,0,0,14000,4.6483054083,0,0,0,4.6483054083,4.6483054083,0,0,0,2,1
865491,13800.619774,0,0,0,10800,0,0,0,10800,0,0,0,0,0,0,0,0,10800,0,3000.6197741,3000,0,3000,0.6197740544,0.6197740544,0,0,0,2,1
865494,20607.747176,17000,17000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3607.7471757,3600,0,3600,7.7471756805,7.7471756805,0,0,0,4,2
865498,15500,0,0,0,10800,10800,10800,0,0,0,0,0,0,0,0,0,0,0,0,4700,4700,0,4700,0,0,0,0,0,2,1
865500,14300,12500,12500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1800,1800,0,1800,0,0,0,0,0,2,1
865504,19652.277463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,9652.2774629,9600,0,9600,52.277462864,23.241527042,9.3234656311,19.712470191,0,3,2
865680,27254.648305,0,0,0,18850,18850,18850,0,0,0,0,0,0,0,0,0,0,0,0,8404.6483054,8400,0,8400,4.6483054083,4.6483054083,0,0,0,5,3
865764,15233.09887,0,0,0,9230,9230,9230,0,0,0,0,0,0,0,0,0,0,0,0,6003.0988703,6000,0,6000,3.0988702722,3.0988702722,0,0,0,2,1
865780,45006.197741,13000,13000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8000,24006.197741,24000,0,24000,6.1977405444,6.1977405444,0,0,0,8,4
865806,58479.469098,48040,46600,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10439.469098,10200,0,10200,239.46909809,123.95481089,0,582.0420171,466.5277299,9,5
865882,59260.964244,0,0,0,14170,14170,14170,0,0,0,0,0,0,0,0,0,0,0,30000,15090.964244,14600,0,14600,490.96424373,24.790962178,466.17328155,0,0,9,5
866382,11009.296611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,6009.2966108,6000,0,6000,9.2966108166,9.2966108166,0,0,0,1,1
866386,18452.479096,0,0,0,13650,13650,13650,0,0,0,0,0,0,0,0,0,0,0,0,4802.4790962,4800,0,4800,2.4790962178,2.4790962178,0,0,0,3,2
866387,10018.593222,10000,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.593221633,0,0,0,18.593221633,18.593221633,0,0,0,1,1
866960,44415.494351,0,0,0,34800,34800,34800,0,0,0,0,0,0,0,0,0,0,0,0,9615.4943514,9600,0,9600,15.494351361,15.494351361,0,0,0,8,4
867008,17704.167701,0,0,0,11700,11700,11700,0,0,0,0,0,0,0,0,0,0,0,0,6004.1677013,6000,0,6000,4.1677013318,4.1677013318,0,0,0,3,2
867019,17808.534537,0,0,0,13000,13000,13000,0,0,0,0,0,0,0,0,0,0,0,0,4808.5345374,4800,0,4800,8.5345373904,8.5345373904,0,0,0,3,2
867090,28360.608761,16000,16000,0,8160,8160,8160,0,0,0,0,0,0,0,0,0,0,0,0,4200.6087607,4200,0,4200,0.6087606615,0.6087606615,0,0,0,6,3
867104,2402.4790962,0,0,0,2400,0,0,0,2400,0,0,0,0,0,0,0,0,2400,0,2.4790962178,0,0,0,2.4790962178,2.4790962178,0,0,0,1,1
867114,28920.142657,4000,4000,0,21900,21600,21600,0,300,0,0,0,0,0,0,0,300,0,0,3020.1426568,3000,0,3000,20.142656769,20.142656769,0,0,0,6,3
867205,26015.494351,20000,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6015.4943514,6000,0,6000,15.494351361,15.494351361,0,0,0,5,3
867344,99184.464748,0,0,0,83590,83590,83590,0,0,0,0,0,0,0,0,0,0,0,0,15594.464748,12900,0,12900,2694.4647477,185.93221633,0,2508.5325314,0,10,5
867373,39954.372887,0,0,0,25480,25480,25480,0,0,0,0,0,0,0,0,0,0,0,0,14474.372887,14400,0,14400,74.372886533,74.372886533,0,0,0,7,4
867653,20411.155933,16000,16000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4411.155933,4400,1200,3200,11.15593298,11.15593298,0,0,0,4,2
867784,56737.177662,19700,19700,0,28210,28210,28210,0,0,0,0,0,0,0,0,0,0,0,0,8827.1776617,8400,0,8400,427.17766169,69.919572306,0,357.25808938,0,9,5
867914,19221.692092,18200,18200,0,1000,0,0,0,1000,0,0,0,1000,0,0,0,0,0,0,21.692091905,0,0,0,21.692091905,21.692091905,0,0,0,3,2
868093,20003.315791,15000,15000,0,500,0,0,0,500,500,0,500,0,0,0,0,0,0,4500,3.3157911913,0,0,0,3.3157911913,3.3157911913,0,0,0,3,2
868098,41566.268907,34762,34000,762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6804.268907,7800,0,7800,-995.731093,260.30510287,0,0,1256.0361959,8,4
868165,20618.543267,0,0,0,20540,20540,20540,0,0,0,0,0,0,0,0,0,0,0,0,78.543267271,0,0,0,78.543267271,15.463362658,0,63.079904613,0,4,2
868231,57606.0679,52000,52000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5606.0678996,6000,0,6000,-393.9321004,4.410807478,0,0,398.34290784,9,5
868264,48000,30000,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12000,6000,6000,0,6000,0,0,0,0,0,8,4
868294,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,0,0,0,0,0,0,0,0,0,1,1
868337,37304.401298,30825.423729,30525.42,300,474.57627119,0,0,0,474.57627119,474.57627119,474.57627119,0,0,0,0,0,0,0,0,6004.401298,6000,0,6000,4.4012979571,4.4012979571,0,0,0,7,4
868406,48013.635029,40800,40800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7213.6350292,7200,0,7200,13.635029198,13.635029198,0,0,0,8,4
868474,50830.988703,20000,20000,0,26000,26000,26000,0,0,0,0,0,0,0,0,0,0,0,0,4830.9887027,4800,0,4800,30.988702722,30.988702722,0,0,0,8,4
868583,38856.197741,0,0,0,35250,35250,35250,0,0,0,0,0,0,0,0,0,0,0,0,3606.1977405,3600,0,3600,6.1977405444,6.1977405444,0,0,0,7,4
868805,24100,7428.5714286,7428.571,0,16671.428571,0,0,0,16671.428571,12471.428571,2971.4285714,9500,0,0,0,0,0,4200,0,0,0,0,0,0,0,0,0,0,5,3
868843,19902.482684,16250,16250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3652.4826844,3600,0,3600,52.482684401,52.482684401,0,0,0,3,2
869003,23366.706478,18200,18200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5166.7064783,6300,0,6300,-1133.293522,0.9296610817,0,157.69976153,1291.9229443,4,2
869042,26800,22000,22000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4800,4800,0,4800,0,0,0,0,0,5,3
869043,63195.209921,55500,54000,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7695.2099207,8400,0,8400,-704.7900793,165.12941762,0,27.249214475,897.16871135,9,5
871009,13804.400153,0,0,0,8400,8400,8400,0,0,0,0,0,0,0,0,0,0,0,0,5404.4001532,5400,0,5400,4.4001531701,4.4001531701,0,0,0,2,1
871078,10930.923633,0,0,0,7930,7930,7930,0,0,0,0,0,0,0,0,0,0,0,0,3000.9236332,3000,0,3000,0.9236331603,0.9236331603,0,0,0,1,1
871218,19803.09887,8400,8400,0,7800,7800,7800,0,0,0,0,0,0,0,0,0,0,0,0,3603.0988703,3600,0,3600,3.0988702722,3.0988702722,0,0,0,3,2
871237,38980.988703,10000,10000,0,12350,12350,12350,0,0,0,0,0,0,0,0,0,0,0,13000,3630.9887027,3600,0,3600,30.988702722,30.988702722,0,0,0,7,4
871272,8880,0,0,0,5880,0,0,0,5880,0,0,0,0,0,0,0,0,5880,0,3000,3000,0,3000,0,0,0,0,0,1,1
871273,39987.186443,0,0,0,35750,35750,35750,0,0,0,0,0,0,0,0,0,0,0,0,4237.1864433,4200,0,4200,37.186443267,37.186443267,0,0,0,7,4
871320,101292.77432,62000,56000,6000,19900,29900,29900,0,-10000,0,0,0,0,-10000,0,10000,0,0,0,19392.77432,19100,0,19100,292.77431956,75.937147453,0,216.83717211,0,10,5
871440,40196.727695,0,0,0,34190,34190,34190,0,0,0,0,0,0,0,0,0,0,0,0,6006.7276946,6000,0,6000,6.727694559,6.727694559,0,0,0,7,4
871517,17460.371077,0,0,0,15600,15600,15600,0,0,0,0,0,0,0,0,0,0,0,0,1860.3710771,3100,0,3100,-1239.628923,16.407272953,0,0,1256.0361959,3,2
871533,20606.197741,20600,20600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.1977405444,0,0,0,6.1977405444,6.1977405444,0,0,0,4,2
871618,11550,0,0,0,9750,9750,9750,0,0,0,0,0,0,0,0,0,0,0,0,1800,1800,0,1800,0,0,0,0,0,1,1
871697,63719.21425,15000,15000,0,27208,26208,26208,0,1000,1000,1000,0,0,0,0,0,0,0,8000,13511.21425,12831.609906,0,12831.609906,679.60434427,226.21752987,0,453.3868144,0,9,5
871747,12719.033042,0,0,0,9100,9100,9100,0,0,0,0,0,0,0,0,0,0,0,0,3619.0330423,3600,0,3600,19.033042343,19.033042343,0,0,0,2,1
871798,12550,9000,9000,0,-1850,0,0,0,-1850,0,0,0,0,-2000,0,2000,150,0,0,5400,5400,0,5400,0,0,0,0,0,2,1
871807,11150,0,0,0,11150,11050,11050,0,100,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,1,1
871811,22111.259018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12000,10111.259018,9000,2400,6600,1111.2590181,77.471756805,0,1033.7872612,0,4,2
872005,20769.296611,0,0,0,17160,17160,17160,0,0,0,0,0,0,0,0,0,0,0,0,3609.2966108,3600,0,3600,9.2966108166,9.2966108166,0,0,0,4,2
872027,18055.779665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18055.779665,18000,0,18000,55.7796649,55.7796649,0,0,0,3,2
872073,42428.065869,0,0,0,33800,33800,33800,0,0,0,0,0,0,0,0,0,0,0,0,8628.0658689,8400,0,8400,228.06586885,76.472822428,0,151.59304643,0,8,4
872107,22878.619774,7200,7200,0,10878,10878,10878,0,0,0,0,0,0,0,0,0,0,0,0,4800.6197741,4800,0,4800,0.6197740544,0.6197740544,0,0,0,4,2
872112,32025.519816,24500,24500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7525.5198162,6000,0,6000,1525.5198162,145.64690279,0,1379.8729134,0,6,3
872122,11000.309887,900,900,0,2900,0,0,0,2900,0,0,0,0,0,0,0,2900,0,0,7200.309887,7200,0,7200,0.3098870272,0.3098870272,0,0,0,1,1
872133,34370.413643,16500,16500,0,14300,14300,14300,0,0,0,0,0,0,0,0,0,0,0,0,3570.4136431,3500,0,3500,70.413643105,30.988702722,0,39.424940383,0,7,4
872161,14321.977405,0,0,0,10660,10660,10660,0,0,0,0,0,0,0,0,0,0,0,0,3661.9774054,3600,0,3600,61.977405444,61.977405444,0,0,0,2,1
872166,13712.395481,14000,14000,0,-4500,0,0,0,-4500,0,0,0,0,-4500,0,4500,0,0,0,4212.3954811,4200,0,4200,12.395481089,12.395481089,0,0,0,2,1
872190,47292.966108,40000,40000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7292.9661082,7200,0,7200,92.966108166,92.966108166,0,0,0,8,4
872306,47123.318617,0,0,0,35100,35100,35100,0,0,0,0,0,0,0,0,0,0,0,0,12023.318617,12000,0,12000,23.318616843,23.318616843,0,0,0,8,4
872385,39364,0,0,0,39364,35964,35964,0,3400,0,0,0,0,0,0,0,400,3000,0,0,0,0,0,0,0,0,0,0,7,4
872633,11132.694157,8000,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3132.6941572,4200,0,4200,-1067.305843,9.2966108166,0,0,1076.6024536,1,1
872646,29072.395481,0,0,0,6500,6500,6500,0,0,0,0,0,0,0,0,0,0,0,18000,4572.3954811,4560,0,4560,12.395481089,12.395481089,0,0,0,6,3
872698,11800,0,0,0,8200,7800,7800,0,400,0,0,0,0,0,0,0,0,400,0,3600,3600,0,3600,0,0,0,0,0,2,1
872710,14409.916385,0,0,0,9600,9600,9600,0,0,0,0,0,0,0,0,0,0,0,0,4809.9163849,4800,0,4800,9.9163848711,9.9163848711,0,0,0,2,1
872747,34561.974453,0,0,0,26156,26156,26156,0,0,0,0,0,0,0,0,0,0,0,0,8405.9744526,8400,0,8400,5.9744525555,5.9744525555,0,0,0,7,4
